start,dur,text
4214.68,8.96,[Music]
4220.79,6.31,[Applause]
4223.64,5.32,your home is the most special place in
4227.1,4.71,your life so we need to be thoughtful
4228.96,5.25,about the technology we create for it by
4231.81,5.04,putting people first we're going beyond
4234.21,6.09,the idea of a smart home to create a
4236.85,4.86,truly helpful home over the past year
4240.3,3.93,we've brought the nest in Google teams
4241.71,5.1,together to deliver on our vision of the
4244.23,5.31,helpful home and today we're further
4246.81,5.69,simplifying things bringing all of these
4249.54,6.03,products together under the nest name as
4252.5,5.98,a single team and a single product
4255.57,4.59,family we're following a set of guiding
4258.48,5.7,principles that reflect our commitment
4260.16,6.45,to putting people first now to start we
4264.18,4.11,believe technology should be easy for
4266.61,5.64,everyone in the home to use whether
4268.29,5.79,they're five or ninety five the helpful
4272.25,3.87,home should also be personal for
4274.08,4.2,everyone with Google assistant at the
4276.12,4.71,core we can provide a personalized
4278.28,5.85,experience for the entire household even
4280.83,6.12,in communal spaces and the tech in your
4284.13,5.1,home should work together for a single
4286.95,5.52,seamless experience across rooms and
4289.23,5.4,devices most importantly the helpful
4292.47,5.61,home needs to respect your privacy
4294.63,5.61,and today we're publishing privacy
4298.08,4.62,commitments for our home products that
4300.24,6.17,clearly explain how they work the data
4302.7,3.71,we're storing and how it's used
4306.78,6.029,[Applause]
4310.559,4.05,our vision for the helpful home is
4312.809,4.56,anchored in the insistant and as you
4314.609,5.34,heard from Scott we're continuing to get
4317.369,4.05,more helpful over time we want to make
4319.949,2.72,sure that you can get the help you need
4321.419,4.74,where you need it
4322.669,6.37,Google Home Hub which were renaming nest
4326.159,5.101,hub was designed specifically to bring
4329.039,5.011,the helpfulness of the assistant to any
4331.26,5.279,room in your house now we've also been
4334.05,4.079,working on a new display that builds on
4336.539,4.14,the things that people love about hub
4338.129,4.19,but is designed for communal spaces in
4340.679,9.871,the home or the family gathers
4342.319,10.691,introducing nest hub max it's a new
4350.55,4.769,product that has a camera in a larger 10
4353.01,4.979,inch display which is perfect for the
4355.319,4.77,center of your helpful home hub max
4357.989,4.291,pulls together your connected devices
4360.089,5.01,together into a home view dashboard
4362.28,5.129,where you can see your nest cams you can
4365.099,5.82,switch on lights control your music and
4367.409,6.24,adjust your thermostat hub max also
4370.919,4.83,supports thread so just like nest
4373.649,4.89,connect it communicates directly with
4375.749,5.281,thread supported devices that need a
4378.539,5.491,low-power connection like door locks or
4381.03,6,motion sensors and we've designed hub
4384.03,5.159,max with an incredibly helpful camera if
4387.03,2.549,you want to know what's going on in your
4389.189,2.69,home
4389.579,4.62,you can choose to use it like a nest cam
4391.879,4.6,you can turn it on when you're away from
4394.199,4.62,home you can check on things right from
4396.479,4.29,the nest app and your phone and just
4398.819,4.08,like a nest cam it's easy to see your
4400.769,4.14,vent history an able home and away
4402.899,4.2,assist and you also get a notification
4404.909,3.51,if the camera detects any motion or see
4407.099,6.27,someone it doesn't recognize in your
4408.419,7.65,home now video calling is easy too with
4413.369,5.4,Google duo the camera has a wide-angle
4416.069,5.22,lens and it automatically adjusts to
4418.769,6.33,keep you centered in the frame you can
4421.289,7.35,chat with any iOS or Android device or a
4425.099,6.21,PC with a Chrome browser you can also
4428.639,6.57,you also use duo to leave video messages
4431.309,6.33,for members of your household hub max is
4435.209,3.091,designed to give you full control over
4437.639,2.79,the camera
4438.3,4.319,nothing is streamed or recorded unless
4440.429,4.26,you intentionally enable it and you'll
4442.619,5.85,always know when the cameras on with a
4444.689,5.73,green indicator light you have multiple
4448.469,3.331,controls to disable camera features and
4450.419,3.69,a physical switch on the back
4451.8,5.099,electrically disconnects the camera on
4454.109,6.53,the microphones and you can see all
4456.899,3.74,these controls clearly on the display
4460.939,10.66,hub max thank you hub max is designed to
4469.739,4.41,be used by multiple people in your home
4471.599,5.37,and provide everyone with the help they
4474.149,5.131,need in a personalized way now to help
4476.969,4.47,with that we've offered users the choice
4479.28,4.529,to enable voice match so the assistant
4481.439,5.28,can recognize their voice and respond
4483.809,4.56,directly to you but today we're also
4486.719,4.44,extending the options to personalize
4488.369,6.03,using the camera with a feature we call
4491.159,5.46,face match for each person in your
4494.399,3.54,family that chooses to turn it on the
4496.619,3.78,assistant guides you through a process
4497.939,5.97,of creating a face model which is then
4500.399,5.28,encrypted and stored on the device then
4503.909,4.29,whenever you walk in front of the camera
4505.679,5.51,hub max recognizes you and shows just
4508.199,5.64,your information and not anyone elses
4511.189,5.29,face matches facial recognition
4513.839,4.65,technology is processed locally on the
4516.479,4.051,device using on device machine learning
4518.489,5.55,so the camera data never leaves the
4520.53,5.639,device and in the morning I can walk
4524.039,4.2,into the kitchen and the assistant knows
4526.169,4.47,to greet me with my calendar my
4528.239,4.021,commuting details the weather and any
4530.639,5.01,other information I need to start my day
4532.26,6,and when I get home hub max
4535.649,4.68,welcomes me home with any reminders that
4538.26,3.54,might be waiting for me and the
4540.329,4.02,assistant offers personalized
4541.8,4.079,recommendations for music and TV shows
4544.349,5.13,and I can even see if anyone's left me a
4545.879,6.39,video message one of my favorite things
4549.479,5.52,about hub max is that it's a great
4552.269,4.531,digital photo frame no matter what kind
4554.999,3.63,of day I'm having nothing makes me feel
4556.8,3.469,better than seeing some of my favorite
4558.629,4.2,memories on this beautiful screen and
4560.269,5.02,the Google Photos integration makes this
4562.829,4.77,whole process really simple I can select
4565.289,4.5,my family and friends and hub max
4567.599,4.56,displays the best photos of them from
4569.789,4.92,years ago or from earlier today
4572.159,4.23,and now with a simple voice commands
4574.709,6.151,sharing my favorite shots is
4576.389,6.991,easier than ever the big screen also
4580.86,5.4,makes hub max the kitchen TV you've
4583.38,5.009,always wanted tell it what you want to
4586.26,3.51,watch or if you need help deciding just
4588.389,4.681,ask the assistant to pull up our new
4589.77,5.58,on-screen guide hub max can stream your
4593.07,5.43,favorite live shows and sports on
4595.35,5.43,YouTube TV but unlike your kitchen TV it
4598.5,5.659,can also teach you how to cook see who's
4600.78,6.24,at the front door and play your music
4604.159,5.23,you're also getting full stereo sound
4607.02,4.139,with a powerful rear facing woofer and
4609.389,3.33,now when the volumes up instead of
4611.159,4.591,yelling at the assistant to turn it down
4612.719,6.301,or pause the game with the camera it's
4615.75,5.84,as simple as a gesture you just raise
4619.02,2.57,your hand
4625.179,6.27,and hug max uses on-device machine
4629.53,5.82,learning to instantly identify your
4631.449,7.23,gesture and pause your media hub max is
4635.35,7.02,a google assistant smart display it's
4638.679,6.451,also a smart home controller a TV for
4642.37,5.849,your kitchen a great digital photo frame
4645.13,5.85,an indoor camera and it's perfect for
4648.219,6.69,video calling all this will be available
4650.98,7.489,on nest hub max later this summer for
4654.909,3.56,just $229
4662.539,7.84,and today we're lowering the price of
4666.3,7.71,the original nest hub from 149 to 129
4670.379,5.58,dollars and we're expanding its
4674.01,7.77,availability to 12 new markets and
4675.959,7.74,supporting 9 new languages so whether
4681.78,3.959,you prefer a hub with a camera without
4683.699,5.52,one we have a device that'll help you in
4685.739,5.91,your home as I said earlier there's a
4689.219,4.71,fundamental difference between a smart
4691.649,4.35,home and a helpful home and we're
4693.929,4.65,excited to unify all our products under
4695.999,7.801,the nest brand to make the helpful home
4698.579,8.011,more real for more people alright next I
4703.8,5.389,want to talk about pixel and our yeah
4706.59,2.599,thank you
4709.77,5.82,and I love talking about pixel I want to
4713.7,4.83,talk about our work to bring a more
4715.59,5.76,helpful smartphone experience to more
4718.53,6.78,people a core element of googles mission
4721.35,6.6,is to make technology more available and
4725.31,4.74,accessible for everyone and sundar said
4727.95,4.17,it earlier we need to ensure that
4730.05,4.44,technology benefits the many not just
4732.12,4.44,the few but there's been a really
4734.49,4.05,troubling trend in the smartphone
4736.56,2.79,industry to support the latest
4738.54,2.79,technologies
4739.35,5.88,everyone's high-end phones are getting
4741.33,5.91,more and more expensive so we challenged
4745.23,5.1,ourselves to see if we could optimize
4747.24,5.28,our software and AI to work great on
4750.33,4.29,more affordable Hardware so we can
4752.52,5.4,deliver these high-end experiences at a
4754.62,4.74,more accessible price point I want to
4757.92,4.14,introduce you to the newest members of
4759.36,5.13,the pixel family Google pixel 3a and 3a
4762.06,5.99,Excel designed to deliver premium
4764.49,3.56,features at a price people will love
4772.249,4.48,we didn't compromise on the capabilities
4775.26,3.629,and performance you'd expect from a
4776.729,6.51,premium device which is why we branded
4778.889,9.391,them pixel they start at just 399
4783.239,7.351,dollars it's about half the price half
4788.28,4.529,the price of typical flagship phones and
4790.59,5.119,I want to introduce Sabrina to tell you
4792.809,2.9,more about how we did it
4797.66,3.21,[Applause]
4798.71,6.39,[Music]
4800.87,7.5,thanks Rick delivering premium features
4805.1,6.51,with high performance on a phone at this
4808.37,6.12,price point it's been a huge engineering
4811.61,4.77,challenge and I'm really proud of what
4814.49,5.79,our team has been able to accomplish
4816.38,6.57,with pixel 3a so let's start with the
4820.28,4.89,design pixel 3a follows the design
4822.95,5.13,language of the pixel family the
4825.17,5.73,familiar two-tone look smooth finish and
4828.08,5.54,ergonomic unibody design it feels good
4830.9,6.06,in your hand and it looks beautiful
4833.62,6.3,pixel 3a comes in three colors just
4836.96,9.75,black clearly white and a new color
4839.92,9.19,purple-ish everything looks amazing on
4846.71,4.77,the vibrant OLED display and your music
4849.11,6.54,your podcasts they sound great in
4851.48,7.47,premium stereo sound pixel 3a supports
4855.65,6.9,Bluetooth 5.0 and USB C digital audio
4858.95,6.89,and we've also included a 3.5 millimeter
4862.55,3.29,audio jack
4868.07,8.07,because we've heard some people want
4871.37,7.59,more headphone options but what pixel is
4876.14,5.88,really known for is this incredible
4878.96,5.46,camera and with software optimizations
4882.02,4.77,we found a way to bring our exclusive
4884.42,6.54,camera features and our industry-leading
4886.79,7.01,image quality into pixel 3a so photos
4890.96,6.36,look stunning in any light
4893.8,6.85,what other smartphone cameras try to do
4897.32,6.84,with expensive hardware we can deliver
4900.65,6.75,with software and AI including high-end
4904.16,6.18,computational photography so here's what
4907.4,9.17,that means pixel 3a can take amazing
4910.34,6.23,photos in low light with night sights
4917.44,7.84,it's one of pixels most popular features
4921.969,8.5,we've also enabled pixels portrait mode
4925.28,8.04,on both the front and rear cameras and
4930.469,5.191,our super resume applies computational
4933.32,4.649,photography so you can get closer to
4935.66,5.73,your subject while still maintaining a
4937.969,5.341,high degree of resolution and all of
4941.39,6.62,your beautiful photos are backed up for
4943.31,4.7,free in high quality with Google photos
4951.31,5.8,pixel 3ei also has the helpful features
4954.26,4.439,you'd expect in a pixel just squeeze the
4957.11,5.16,sides of your phone to bring up the
4958.699,5.52,Google assistant we're using the AI in
4962.27,5.73,pixel 3 a to help manage your phone
4964.219,7.23,calls too I'm pretty sure we all hate
4968,5.43,getting robo calls and calls screen uses
4971.449,3.991,Google speech recognition and natural
4973.43,4.8,language processing to help you filter
4975.44,7.17,out those unwanted calls it's already
4978.23,7.32,screening millions of them now you might
4982.61,7.23,remember last year we shared our vision
4985.55,7.56,for using AR in Google Maps starting
4989.84,6.06,today on pixel phones when you use
4993.11,5.79,walking directions instead of staring at
4995.9,6.21,that blue dot on your phone you're going
4998.9,6.65,to see arrows in the real world to tell
5002.11,3.44,you where to turn next
5007.61,5.86,we're just beginning our journey with AR
5010.95,5.28,and maps and we're really excited for
5013.47,6.81,pixel users to experience this early
5016.23,5.61,preview battery life it's one of the
5020.28,4.11,most important features on a smartphone
5021.84,4.8,it makes sense people need to know that
5024.39,5.31,their phone won't quit on them before
5026.64,6.15,the end of their day pixel 3a has
5029.7,5.85,adaptive battery uses machine learning
5032.79,5.37,to optimize based on how you use your
5035.55,7.95,phone so you can get up to 30 hours on a
5038.16,7.8,single charge and with the included 18
5043.5,4.95,watt charger you'll get up to 7 hours of
5045.96,4.37,battery life with just 15 minutes of
5048.45,4.68,charging
5050.33,4.93,nixel 3 doesn't compromise on security
5053.13,4.98,either it's got the same comprehensive
5055.26,5.58,approach as pixel 3 on the hardware side
5058.11,5.13,our Titan M security chip protects your
5060.84,4.89,sensitive data on the device like login
5063.24,6.27,credentials disk encryption out data and
5065.73,5.55,OS integrity on the software side you
5069.51,4.26,get the latest Google security patches
5071.28,5.34,and updates for 3 years including
5073.77,5.04,Android q this summer so instead of
5076.62,6.83,getting slower and less secure over time
5078.81,7.02,your pixel gets better with every update
5083.45,5.71,we think this hybrid approach provides
5085.83,5.64,the strongest data protection and in a
5089.16,4.71,recent Gartner report pixel scored the
5091.47,5.15,highest for built-in security among
5093.87,2.75,smartphones
5097.96,6.31,pixal 3a offers the complete pixel
5101.69,5.49,experience and we're proud to make it
5104.27,5.61,available and affordable to more people
5107.18,4.71,around the world Verizon has been a
5109.88,4.08,great partner over the past two and a
5111.89,3.99,half years in the US and we're excited
5113.96,5.85,to be partnering with them again for the
5115.88,6.99,launch of pixel 3a and for the first
5119.81,6.33,time we're expanding our US carrier
5122.87,5.58,partnerships so the entire pixel family
5126.14,8.22,is now available for sale at t-mobile
5128.45,8.61,Sprint and US Cellular you can also get
5134.36,5.79,pixel 3a from the Google store and use
5137.06,8.4,it on any US carrier including Google 5
5140.15,10.7,and AT&T pixel 3a and three axl are
5145.46,5.39,available in 13 markets starting today
5151.63,4.93,you can find more details online at the
5154.43,5.46,Google store we're really excited to
5156.56,5.49,have you try it out next
5159.89,5.04,Jeff will tell you about our efforts in
5162.05,6.44,Google ai but first here's a quick look
5164.93,3.56,at our new pixel
5176.68,5.86,[Music]
5179.06,3.48,so what you want
5184.95,3.11,[Music]
5195.99,3,Hey
5209.41,4.03,[Music]
5211.489,6.851,for real
5213.44,7.37,[Music]
5218.34,4.93,[Applause]
5220.81,5.82,[Music]
5223.27,3.36,hi everyone
5228.88,3.93,everything from building a low-cost
5231.04,4.29,premium device like the one you just saw
5232.81,4.86,without compromising on capabilities to
5235.33,4.32,developing a truly helpful assistant are
5237.67,3.69,all built on a tremendous amount of
5239.65,4.17,research and innovation under the covers
5241.36,5.79,and they're examples of what we do at
5243.82,5.37,Google AI Google AI is a collection of
5247.15,4.41,teams focused on making progress in
5249.19,5.55,artificial intelligence research across
5251.56,5.34,a wide range of different domains we
5254.74,4.08,focus on solving fundamental computer
5256.9,5.25,science challenges in order to solve
5258.82,5.25,problems for people that includes things
5262.15,4.32,like improving speech recognition models
5264.07,4.34,to answer questions faster or let you
5266.47,3.9,interact with your device quickly or
5268.41,4.27,pushing the boundaries of computer
5270.37,4.31,vision to help people interact for their
5272.68,5.46,worlds in new ways as we've seen today
5274.68,6.07,we published papers release open source
5278.14,5.28,software and apply our research to
5280.75,4.98,Google products the goal is really to
5283.42,6.39,solve problems every day that touch
5285.73,5.79,billions of people one of the things I'm
5289.81,3.87,most excited about is progress and
5291.52,4.08,language understanding as Scott
5293.68,3.96,mentioned earlier so much of our daily
5295.6,4.62,life depends on actually understanding
5297.64,5.15,language reading traffic signs and
5300.22,5.21,shopping lists writing emails
5302.79,5.14,communicating with the people around us
5305.43,4.71,we'd really want computers to have the
5307.93,4.98,same fluency with languages that we do
5310.14,4.9,not just understand surface forms of the
5312.91,5.82,words but actually understand what
5315.04,5.52,sentences mean unlocking that would get
5318.73,3.63,us closer to our mission of organizing
5320.56,5.82,the world's information and making it
5322.36,6.38,universally accessible and useful in the
5326.38,5.07,past few years we've made major strides
5328.74,5.38,take teaching a machine to answer
5331.45,5.93,questions like this one about Carlsbad
5334.12,6.18,Caverns a national park in New Mexico
5337.38,5.53,only recently the state of the art
5340.3,4.32,language record architecture for
5342.91,4.52,language understanding was something
5344.62,5.37,called a recurrent neural network or RNN
5347.43,5.23,Aaron ends process words sequentially
5349.99,4.35,one at one after another they work well
5352.66,3.9,for modeling short sequences like
5354.34,5.16,sentences but they struggle to make
5356.56,5.13,abstract associations like knowing that
5359.5,3.15,stalactites and stalagmites or natural
5361.69,3,formations
5362.65,7.23,and that cement pathways for example or
5364.69,7.89,not in 2017 we made a leap forward with
5369.88,6.45,our research on transformers models that
5372.58,6.51,process words in parallel one year later
5376.33,4.409,we used it as a foundation for a
5379.09,3.48,technique we called bi-directional
5380.739,4.321,encoder representations from
5382.57,7.169,transformers it's a bit of a mouthful so
5385.06,6.72,we just call it Burt Burt models can
5389.739,3.631,consider the full context of a word by
5391.78,3.169,looking at the words that come before
5393.37,4.5,and after it
5394.949,5.491,they're pre trained using plain text
5397.87,6.3,from the web and other textual sources
5400.44,5.11,to do that we use a process to Train it
5404.17,5.19,that's a little like the word game of
5405.55,6.51,mad libs we hide about 20% of the input
5409.36,5.04,words and we train the model to guess
5412.06,4.44,those missing words you can actually try
5414.4,3.63,this at home with a bit of text that you
5416.5,3.39,have hide a few words and see if you can
5418.03,4.62,guess what they are that's effectively
5419.89,4.349,what we're doing this approach is much
5422.65,4.35,more effective for understanding
5424.239,5.46,language when we published the research
5427,4.8,Burt obtained state of the art results
5429.699,6.21,on eleven different language processing
5431.8,6,tasks fast forward to today and we're
5435.909,3.81,excited to see how Burt can help us
5437.8,4.98,answer more complex questions that are
5439.719,4.5,relevant to you whether that's getting
5442.78,3.84,the flight time from Indiana
5444.219,5.221,to Honolulu learning a new weight
5446.62,6.78,lifting exercise or translating between
5449.44,5.61,languages research like this gets us
5453.4,4.529,closer to technology that can truly
5455.05,5.37,understand language we're now working
5457.929,4.56,with product teams all across Google to
5460.42,5.58,see how we can use Burt to solve more
5462.489,4.831,problems in more places we're excited to
5466,2.909,bring those to people around the world
5467.32,5.49,to help them get the information they
5468.909,5.131,need every day all this machine learning
5472.81,5.61,momentum though wouldn't be possible
5474.04,6.119,without platform innovation tensorflow
5478.42,3.48,is the software infrastructure that
5480.159,4.531,underlies our work in machine learning
5481.9,3.66,and artificial intelligence when we
5484.69,2.91,developed tensorflow
5485.56,3.659,we wanted everyone to be able to use
5487.6,4.53,machine learning so we made it an
5489.219,6.241,open-source platform and while it's been
5492.13,4.77,essential to our work we've been amazed
5495.46,3.15,to see what other people outside of
5496.9,4.74,Google have used it for all kinds of
5498.61,6.15,different things we've seen engineers at
5501.64,5.79,Roma tre University in Italy parsing
5504.76,5.04,handwritten medieval manuscripts we've
5507.43,4.71,seen coders in France colorizing black
5509.8,5.22,and white photography we've even seen
5512.14,7.38,companies developing Fitness sensors for
5515.02,7.47,cows the work that people are doing is
5519.52,5.37,really inspiring to us it pushes us to
5522.49,2.91,keep asking ourselves how come machine
5524.89,2.73,learning
5525.4,5.21,crack open previously unsolvable
5527.62,6.15,problems in order to help more people
5530.61,6.94,one example is our work in the field of
5533.77,5.58,healthcare we're really optimistic that
5537.55,4.05,our research can create real world
5539.35,4.29,impact in medicine by improving
5541.6,4.86,solutions and establishing new
5543.64,5.37,diagnostic procedures to share more
5546.46,4.4,here's dr. Lilly Peng from the Google AI
5549.01,11.04,healthcare team
5550.86,10.7,[Music]
5560.05,5.26,thanks Jeff
5561.56,6.63,so as a doctor what I care about most is
5565.31,6.78,improving patients lives and that means
5568.19,6.63,good care and accurate diagnosis that's
5572.09,5.31,why I was so excited two years ago at
5574.82,5.37,i/o when we shared our work in diabetic
5577.4,6.18,retinopathy this is a complication of
5580.19,6.18,diabetes that puts over 400 million
5583.58,5.79,people around the world at risk for
5586.37,5.31,vision loss since then we've been
5589.37,3.21,piloting this work with patients in
5591.68,3.93,clinical settings
5592.58,5.55,our partners at verily recently received
5595.61,4.47,European regulatory approval for the
5598.13,4.38,machine learning model and we have
5600.08,3.96,clinical deployments in Thailand and in
5602.51,4.83,India that are already screening
5604.04,5.7,thousands of patients in addition to
5607.34,6.99,diabetes one of the other areas we think
5609.74,6.96,AI can help doctors is in oncology today
5614.33,5.34,we'd like to share our work on another
5616.7,6.72,project in cancer screening where AI can
5619.67,6.75,help catch lung cancer earlier so lung
5623.42,5.76,cancer causes more deaths than any
5626.42,6.66,cancer it's actually the most common
5629.18,6.9,causes cause of death mortality of death
5633.08,5.97,globally accounting for 3 percent of
5636.08,5.46,annual mortality we know that when cases
5639.05,4.92,are diagnosed early patients have a
5641.54,6.18,higher chance of survival but
5643.97,6.96,unfortunately over 80% of lung cancers
5647.72,5.16,are not caught early randomized
5650.93,4.2,controlled trials have shown that
5652.88,5.19,screening with low dose ETS can help
5655.13,5.97,reduce mortality but there's opportunity
5658.07,5.19,to make them more accurate so in a paper
5661.1,4.62,we are about to publish in Nature
5663.26,5.04,Medicine we describe a deep learning
5665.72,6.99,model that can analyze CT scans and
5668.3,5.94,predict lung malignancies to do it we
5672.71,4.11,trained a neural network with
5674.24,4.53,de-identified lung cancer scans from our
5676.82,5.97,partners at the NCI the National Cancer
5678.77,7.02,Institute and Northwestern University by
5682.79,5.04,looking at many examples the model
5685.79,4.83,learns to detect malignancy with
5687.83,4.46,performance that meets or exceeds that
5690.62,6.09,of trained radio
5692.29,8.02,so concretely helmet this help very
5696.71,6.06,early-stage cancer is miniscule and can
5700.31,4.74,be hard to see even for seasoned
5702.77,4.83,radiologists which means that many
5705.05,6.27,patients with late stage lung cancer
5707.6,6.15,have subtle signs on earlier scans so
5711.32,5.82,take this case where at asymptomatic
5713.75,6.84,patient with no history of cancer had a
5717.14,5.39,CT scan for screening this scan was
5720.59,4.62,interpret as normal
5722.53,5.5,one year later that same patient had
5725.21,5.78,another scan they picked up a late stage
5728.03,6.09,cancer one that's much harder to treat
5730.99,6.97,so we used our AI system to review that
5734.12,6.6,initial scan so let's be clear this is a
5737.96,5.28,tough case we showed this initial scan
5740.72,6.33,to other radiologists and five out of
5743.24,6.21,six missed this cancer but our model was
5747.05,3.78,able to detect these early signs one
5749.45,5.94,year before the patient was actually
5750.83,6.93,diagnosed one year and that year could
5755.39,6.8,translate to an increased survival rate
5757.76,4.43,of 40% for patients like this
5762.42,3.25,[Music]
5769.12,5.89,so clearly this is a promising but early
5772.7,3.9,results and we're very much looking
5775.01,4.41,forward to partnering with medical
5776.6,5.76,community to use technology like this to
5779.42,5.69,help improve outcomes for patients now I
5782.36,2.75,hand it back to Jeff
5788.269,6.841,thanks Lily the same technologies that
5792.889,4.411,you saw it just saw driving healthcare
5795.11,6.12,innovation have applications across
5797.3,6.239,almost every field imaginable our AI for
5801.23,4.86,social good program brings together our
5803.539,3.991,efforts to use AI to explore and address
5806.09,5.009,some of the world's most challenging
5807.53,5.91,problems last year we announced the
5811.099,4.531,program and it's two pillars research
5813.44,5.009,and engineering and building the
5815.63,5.85,external ecosystem let's talk first
5818.449,4.681,about research and engineering one
5821.48,3.389,project for where we're working that's
5823.13,5.339,already creating impact is our work on
5824.869,5.911,flood forecasting floods are the most
5828.469,2.94,common deadliest natural disasters on
5830.78,3.959,the planet
5831.409,5.971,every year they affect up to 230 million
5834.739,6.271,people across the world more than storms
5837.38,6.359,and earthquakes combined 20% of flood
5841.01,4.229,fatalities happen in India alone this is
5843.739,6.021,a problem that we're even seeing this
5845.239,6.931,week with the impact from cyclone phony
5849.76,4.72,floods prevent kids from being able to
5852.17,3.81,play in their neighborhoods or parents
5854.48,3.21,from protecting and providing for their
5855.98,4.139,families often because they don't have
5857.69,4.29,enough advance warning and without
5860.119,4.02,consistent accurate warning systems
5861.98,3.259,people are prone to ignore warnings and
5864.139,3.661,be unprepared
5865.239,6.88,that's especially detrimental in areas
5867.8,6.629,hit with annual monsoons that's why last
5872.119,3.721,fall we shared our work on flood
5874.429,4.681,forecasting models that can more
5875.84,6.989,accurately predict flood timing location
5879.11,5.909,and severity through a partnership with
5882.829,3.991,India central Water Commission we began
5885.019,4.43,sending early flood warnings to the
5886.82,5.1,phones of users who might be affected
5889.449,4.54,today we're thrilled to announce the
5891.92,4.23,expansion of our detection and alerting
5893.989,4.8,system for the upcoming monsoon season
5896.15,4.71,the expanded area will cover millions of
5898.789,5.221,people living along the Ganges and
5900.86,5.429,Brahmaputra River areas not only are we
5904.01,4.259,increasing the area of coverage but
5906.289,4.77,we're also better forecasting where the
5908.269,5.491,floods will hit hardest through a new
5911.059,4.29,version of our public alerts people can
5913.76,3.66,better understand whether they'll be
5915.349,5.64,affected so they can protect themselves
5917.42,4.54,and their families our model simulates
5920.989,3.311,water behavior
5921.96,5.31,across the floodplain showing the exact
5924.3,5.43,areas that will be affected we combined
5927.27,4.92,thousands of satellite images to create
5929.73,4.47,high-resolution elevation maps using a
5932.19,4.13,process similar to stereographic imaging
5934.2,4.65,to figure out the height of the ground
5936.32,3.94,we then use neural networks to correct
5938.85,3.93,the terrain so it's even more accurate
5940.26,5.97,and then we use physics to simulate how
5942.78,4.47,flooding will happen we also collaborate
5946.23,2.82,with the government to receive
5947.25,6.57,up-to-date streamgage measurements and
5949.05,6.09,send forecasts in real time we're
5953.82,3.63,excited to continue working with
5955.14,4.44,partners to increase the accuracy and
5957.45,3.81,precision of these models which we hope
5959.58,5.22,will make people safer from flooding all
5961.26,7.32,around the world research like this is
5964.8,5.76,critical but we also know that AI will
5968.58,4.05,have the biggest impact when people from
5970.56,3.9,many different backgrounds all come
5972.63,5.82,together to develop new solutions to
5974.46,6.15,problems they see that's why the second
5978.45,5.19,pillar of our AI for social good program
5980.61,5.73,is to build the external ecosystem we
5983.64,4.59,want to empower everyone to use AI to
5986.34,3.53,solve problems they see in their
5988.23,4.86,communities
5989.87,6.96,last year we partnered with google.org
5993.09,7.14,to launch the Google AI impact challenge
5996.83,5.53,it was a call for nonprofits social
6000.23,4.47,enterprises and universities to share
6002.36,5.91,their ideas for using AI to address
6004.7,6.39,societal challenges we've received
6008.27,5.46,applications from 119 countries across
6011.09,6.35,six continents representing all kinds of
6013.73,5.85,sizes and types of organizations today
6017.44,6.76,we're really excited to announce the
6019.58,6.86,22nd to day let's give them a warm
6024.2,2.24,welcome
6031.83,4.08,there's the list of organizations these
6034.02,4.98,organizations are working on some of the
6035.91,5.7,world's most meaningful issues laFonda
6039,4.83,see ahmed saul saul frontier is using
6041.61,5.49,image recognition to help medical staff
6043.83,5.88,analyze antimicrobial images in order to
6047.1,6.24,prescribe the right antibiotics for
6049.71,5.94,bacterial infections New York University
6053.34,4.32,in partnership of the fire department of
6055.65,4.13,new york city is building a model to
6057.66,4.38,help speed up emergency response times
6059.78,6.04,this could really improve public health
6062.04,6.21,and safety and ma carrera University in
6065.82,4.65,Uganda will use AI to create a
6068.25,4.05,high-resolution monitoring network to
6070.47,5.85,shape public policies for improving
6072.3,5.85,their quality we'll be supporting our 20
6076.32,5.19,grantees and bringing these ideas to
6078.15,8.22,life we're providing 25 million dollars
6081.51,6.75,in funding from Google org as well as
6086.37,4.77,coaching and resources from teams all
6088.26,5.45,across Google congratulations to all our
6091.14,2.57,grantees
6097.82,5.63,as we head into the next decade I'm
6101.87,4.2,really excited about what's to come
6103.45,5.47,there are so many promising avenues for
6106.07,5.79,fundamental research for instance
6108.92,4.65,machine learning models today typically
6111.86,4.56,we are we can get them to be good at
6113.57,4.62,solving individual tasks but what if
6116.42,4.74,they could generalize across thousands
6118.19,5.18,of tasks solving new problems faster and
6121.16,4.8,with just a few examples to learn from
6123.37,4.87,the keys to progress on these kinds of
6125.96,4.59,research problems are those most human
6128.24,7.53,characteristics perseverance and
6130.55,7.83,ingenuity as you heard sundar mentioned
6135.77,3.96,at the start of the day we're moving
6138.38,4.2,from a company that helps you find
6139.73,3.78,answers to a company that also helps you
6142.58,3.57,get things done
6143.51,7.83,in all the products we showed you today
6146.15,7.17,share a single goal to be helpful at the
6151.34,3.42,same time we want to ensure that the
6153.32,4.14,benefits of technology are felt
6154.76,6.33,everywhere continue to uphold our
6157.46,6.57,foundation of user trust and build a
6161.09,4.41,more helpful Google for everyone to
6164.03,4.89,everyone joining us on the live stream
6165.5,4.73,thank you for tuning in and everyone
6168.92,6.24,here with us in the audience today
6170.23,6.53,welcome to Google i/o 2019 thank you and
6175.16,17.42,enjoy the rest of my out
6176.76,15.93,[Music]
6192.58,3.899,you
6192.69,3.789,[Music]
